SOC_Code,Occupation,OCC,Census_Occupation_Title,Group,Group_Name,OCC2010,OCC2010_Occupation_Title
29-2011.02,Cytotechnologists,3300,Clinical laboratory technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3300,Clinical Laboratory Technologists and Technicians
29-2011.04,Histotechnologists,3300,Clinical laboratory technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3300,Clinical Laboratory Technologists and Technicians
29-2012.00,Medical and Clinical Laboratory Technicians,3300,Clinical laboratory technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3300,Clinical Laboratory Technologists and Technicians
29-2012.01,Histology Technicians,3300,Clinical laboratory technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3300,Clinical Laboratory Technologists and Technicians
29-2031.00,Cardiovascular Technologists and Technicians,3321,Cardiovascular technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3320,Diagnostic Related Technologists and Technicians
29-2032.00,Diagnostic Medical Sonographers,3322,Diagnostic medical sonographers,29,Healthcare Practitioners and Technical Occupations,3320,Diagnostic Related Technologists and Technicians
29-2033.00,Nuclear Medicine Technologists,3330,Nuclear medicine technologists and medical dosimetrists,29,Healthcare Practitioners and Technical Occupations,3320,Diagnostic Related Technologists and Technicians
29-2034.00,Radiologic Technologists and Technicians,3323,Radiologic technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3320,Diagnostic Related Technologists and Technicians
29-2035.00,Magnetic Resonance Imaging Technologists,3324,Magnetic resonance imaging technologists,29,Healthcare Practitioners and Technical Occupations,3320,Diagnostic Related Technologists and Technicians
29-2036.00,Medical Dosimetrists,3324,Magnetic resonance imaging technologists,29,Healthcare Practitioners and Technical Occupations,3320,Diagnostic Related Technologists and Technicians
29-2051.00,Dietetic Technicians,3430,Dietetic technicians and ophthalmic medical technicians,29,Healthcare Practitioners and Technical Occupations,3420,Health Practitioner Support Technologists and  Technicians
29-2052.00,Pharmacy Technicians,3421,Pharmacy technicians,29,Healthcare Practitioners and Technical Occupations,3420,Health Practitioner Support Technologists and  Technicians
29-2053.00,Psychiatric Technicians,3422,Psychiatric technicians,29,Healthcare Practitioners and Technical Occupations,3420,Health Practitioner Support Technologists and  Technicians
29-2055.00,Surgical Technologists,3423,Surgical technologists,29,Healthcare Practitioners and Technical Occupations,3420,Health Practitioner Support Technologists and  Technicians
29-2056.00,Veterinary Technologists and Technicians,3424,Veterinary technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3420,Health Practitioner Support Technologists and  Technicians
29-2057.00,Ophthalmic Medical Technicians,3430,Dietetic technicians and ophthalmic medical technicians,29,Healthcare Practitioners and Technical Occupations,3420,Health Practitioner Support Technologists and  Technicians
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3500,Licensed practical and licensed vocational nurses,29,Healthcare Practitioners and Technical Occupations,3500,Licensed Practical and Licensed Vocational Nurses
29-2081.00,"Opticians, Dispensing",3520,"Opticians, dispensing",29,Healthcare Practitioners and Technical Occupations,3520,"Opticians, Dispensing"
29-2091.00,Orthotists and Prosthetists,3545,Miscellaneous health technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3535,Miscellaneous Health Technologists and Technicians
29-2092.00,Hearing Aid Specialists,3545,Miscellaneous health technologists and technicians,29,Healthcare Practitioners and Technical Occupations,3535,Miscellaneous Health Technologists and Technicians
29-2099.01,Neurodiagnostic Technologists,3550,Other healthcare practitioners and technical occupations,29,Healthcare Practitioners and Technical Occupations,3540,Other Healthcare Practitioners and Technical Occupations
29-2099.05,Ophthalmic Medical Technologists,3550,Other healthcare practitioners and technical occupations,29,Healthcare Practitioners and Technical Occupations,3540,Other Healthcare Practitioners and Technical Occupations
29-2099.08,Patient Representatives,3515,Medical records specialists,29,Healthcare Practitioners and Technical Occupations,3510,Medical Records and Health Information Technicians
29-9091.00,Athletic Trainers,3550,Other healthcare practitioners and technical occupations,29,Healthcare Practitioners and Technical Occupations,3540,Other Healthcare Practitioners and Technical Occupations
29-9092.00,Genetic Counselors,3550,Other healthcare practitioners and technical occupations,29,Healthcare Practitioners and Technical Occupations,3540,Other Healthcare Practitioners and Technical Occupations
29-9093.00,Surgical Assistants,3550,Other healthcare practitioners and technical occupations,29,Healthcare Practitioners and Technical Occupations,3540,Other Healthcare Practitioners and Technical Occupations
29-9099.01,Midwives,3550,Other healthcare practitioners and technical occupations,29,Healthcare Practitioners and Technical Occupations,3540,Other Healthcare Practitioners and Technical Occupations
31-1121.00,Home Health Aides,3601,Home health aides,31,Healthcare Support Occupations,3600,"Nursing, Psychiatric, and Home Health Aides"
31-1122.00,Personal Care Aides,3602,Personal care aides,31,Healthcare Support Occupations,4610,Personal Care Aides
31-1131.00,Nursing Assistants,3603,Nursing assistants,31,Healthcare Support Occupations,3600,"Nursing, Psychiatric, and Home Health Aides"
31-1132.00,Orderlies,3605,Orderlies and psychiatric aides,31,Healthcare Support Occupations,3600,"Nursing, Psychiatric, and Home Health Aides"
31-1133.00,Psychiatric Aides,3605,Orderlies and psychiatric aides,31,Healthcare Support Occupations,3600,"Nursing, Psychiatric, and Home Health Aides"
31-2011.00,Occupational Therapy Assistants,3610,Occupational therapy assistants and aides,31,Healthcare Support Occupations,3610,Occupational Therapy Assistants and Aides
31-2012.00,Occupational Therapy Aides,3610,Occupational therapy assistants and aides,31,Healthcare Support Occupations,3610,Occupational Therapy Assistants and Aides
31-2021.00,Physical Therapist Assistants,3620,Physical therapist assistants and aides,31,Healthcare Support Occupations,3620,Physical Therapist Assistants and Aides
31-2022.00,Physical Therapist Aides,3620,Physical therapist assistants and aides,31,Healthcare Support Occupations,3620,Physical Therapist Assistants and Aides
31-9011.00,Massage Therapists,3630,Massage therapists,31,Healthcare Support Occupations,3630,Massage Therapists
31-9091.00,Dental Assistants,3640,Dental assistants,31,Healthcare Support Occupations,3640,Dental Assistants
31-9092.00,Medical Assistants,3645,Medical assistants,31,Healthcare Support Occupations,3645,Medical Assistants 
31-9093.00,Medical Equipment Preparers,3645,Medical assistants,31,Healthcare Support Occupations,3645,Medical Assistants 
31-9094.00,Medical Transcriptionists,3646,Medical transcriptionists,31,Healthcare Support Occupations,3646,Medical Transcriptionists
31-9095.00,Pharmacy Aides,3647,Pharmacy aides,31,Healthcare Support Occupations,3647,Pharmacy Aides
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,3648,Veterinary assistants and laboratory animal caretakers,31,Healthcare Support Occupations,3648,Veterinary Assistants and Laboratory Animal Caretakers
31-9097.00,Phlebotomists,3649,Phlebotomists,31,Healthcare Support Occupations,3649,Phlebotomists
31-9099.01,Speech-Language Pathology Assistants,3655,Other healthcare support workers,31,Healthcare Support Occupations,3655,"Healthcare support workers, all other, including medical equipment preparers"
31-9099.02,Endoscopy Technicians,3655,Other healthcare support workers,31,Healthcare Support Occupations,3655,"Healthcare support workers, all other, including medical equipment preparers"
33-1011.00,First-Line Supervisors of Correctional Officers,3700,First-line supervisors of correctional officers,33,Protective Service Occupations,3700,First-Line Supervisors of Correctional Officers
33-1012.00,First-Line Supervisors of Police and Detectives,3710,First-line supervisors of police and detectives,33,Protective Service Occupations,3710,First-Line Supervisors of Police and Detectives
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3720,First-line supervisors of firefighting and prevention workers,33,Protective Service Occupations,3720,First-Line Supervisors of Fire Fighting and Prevention Workers
33-1091.00,First-Line Supervisors of Security Workers,3725,First-line supervisors of security workers,33,Protective Service Occupations,3730,"First-Line Supervisors of Protective Service Workers, All Other"
33-2011.00,Firefighters,3740,Firefighters,33,Protective Service Occupations,3740,Firefighters
33-2021.00,Fire Inspectors and Investigators,3750,Fire inspectors,33,Protective Service Occupations,3750,Fire Inspectors 
33-2022.00,Forest Fire Inspectors and Prevention Specialists,3750,Fire inspectors,33,Protective Service Occupations,3750,Fire Inspectors 
33-3011.00,Bailiffs,3801,Bailiffs,33,Protective Service Occupations,3800,"Bailiffs, Correctional Officers, and Jailers"
33-3012.00,Correctional Officers and Jailers,3802,Correctional officers and jailers,33,Protective Service Occupations,3800,"Bailiffs, Correctional Officers, and Jailers"
33-3021.00,Detectives and Criminal Investigators,3820,Detectives and criminal investigators,33,Protective Service Occupations,3820,Detectives and Criminal Investigators
33-3021.02,Police Identification and Records Officers,3820,Detectives and criminal investigators,33,Protective Service Occupations,3820,Detectives and Criminal Investigators
33-3021.06,Intelligence Analysts,3820,Detectives and criminal investigators,33,Protective Service Occupations,3820,Detectives and Criminal Investigators
33-3031.00,Fish and Game Wardens,3830,Fish and game wardens,33,Protective Service Occupations,3830,Fish and Game Wardens
33-3041.00,Parking Enforcement Workers,3840,Parking enforcement workers,33,Protective Service Occupations,3840,Parking Enforcement Workers
33-3051.00,Police and Sheriff's Patrol Officers,3870,Police officers,33,Protective Service Occupations,3850,Police and Sheriff's Patrol Officers
33-3051.04,Customs and Border Protection Officers,3870,Police officers,33,Protective Service Occupations,3850,Police and Sheriff's Patrol Officers
33-3052.00,Transit and Railroad Police,3870,Police officers,33,Protective Service Occupations,3850,Police and Sheriff's Patrol Officers
33-9011.00,Animal Control Workers,3900,Animal control workers,33,Protective Service Occupations,3900,Animal Control Workers
33-9021.00,Private Detectives and Investigators,3910,Private detectives and investigators,33,Protective Service Occupations,3910,Private Detectives and Investigators
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,3930,Security guards and gambling surveillance officers,33,Protective Service Occupations,3930,Security Guards and Gaming Surveillance Officers
33-9032.00,Security Guards,3930,Security guards and gambling surveillance officers,33,Protective Service Occupations,3930,Security Guards and Gaming Surveillance Officers
33-9091.00,Crossing Guards and Flaggers,3940,Crossing guards and flaggers,33,Protective Service Occupations,3940,Crossing Guards
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",3960,Other protective service workers,33,Protective Service Occupations,3955,"Lifeguards and Other Recreational, and All Other Protective Service Workers"
33-9093.00,Transportation Security Screeners,3945,Transportation security screeners,33,Protective Service Occupations,3945,Transportation Security Screeners
33-9099.02,Retail Loss Prevention Specialists,3960,Other protective service workers,33,Protective Service Occupations,3955,"Lifeguards and Other Recreational, and All Other Protective Service Workers"
35-1011.00,Chefs and Head Cooks,4000,Chefs and head cooks,35,Food Preparation and Serving Related Occupations,4000,Chefs and Head Cooks
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,4010,First-line supervisors of food preparation and serving workers,35,Food Preparation and Serving Related Occupations,4010,First-Line Supervisors of Food Preparation and Serving Workers
35-2011.00,"Cooks, Fast Food",4020,Cooks,35,Food Preparation and Serving Related Occupations,4020,Cooks
35-2012.00,"Cooks, Institution and Cafeteria",4020,Cooks,35,Food Preparation and Serving Related Occupations,4020,Cooks
35-2013.00,"Cooks, Private Household",4020,Cooks,35,Food Preparation and Serving Related Occupations,4020,Cooks
35-2014.00,"Cooks, Restaurant",4020,Cooks,35,Food Preparation and Serving Related Occupations,4020,Cooks
35-2015.00,"Cooks, Short Order",4020,Cooks,35,Food Preparation and Serving Related Occupations,4020,Cooks
35-2021.00,Food Preparation Workers,4030,Food preparation workers,35,Food Preparation and Serving Related Occupations,4030,Food Preparation Workers
35-3011.00,Bartenders,4040,Bartenders,35,Food Preparation and Serving Related Occupations,4040,Bartenders
35-3023.00,Fast Food and Counter Workers,4055,Fast food and counter workers,35,Food Preparation and Serving Related Occupations,4050,"Combined Food Preparation and Serving Workers, Including Fast Food"
35-3023.01,Baristas,4055,Fast food and counter workers,35,Food Preparation and Serving Related Occupations,4060,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
35-3031.00,Waiters and Waitresses,4110,Waiters and waitresses,35,Food Preparation and Serving Related Occupations,4110,Waiters and Waitresses
35-3041.00,"Food Servers, Nonrestaurant",4120,"Food servers, nonrestaurant",35,Food Preparation and Serving Related Occupations,4120,"Food Servers, Nonrestaurant"
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4130,Dining room and cafeteria attendants and bartender helpers,35,Food Preparation and Serving Related Occupations,4130,Dining Room and Cafeteria Attendants and Bartender Helpers
35-9021.00,Dishwashers,4140,Dishwashers,35,Food Preparation and Serving Related Occupations,4140,Dishwashers
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4150,"Hosts and hostesses, restaurant, lounge, and coffee shop",35,Food Preparation and Serving Related Occupations,4150,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,4200,First-line supervisors of housekeeping and janitorial workers,37,Building and Grounds Cleaning and Maintenance Occupations,4200,First-Line Supervisors of Housekeeping and Janitorial Workers
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4210,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",37,Building and Grounds Cleaning and Maintenance Occupations,4210,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4220,Janitors and building cleaners,37,Building and Grounds Cleaning and Maintenance Occupations,4220,Janitors and Building Cleaners
37-2012.00,Maids and Housekeeping Cleaners,4230,Maids and housekeeping cleaners,37,Building and Grounds Cleaning and Maintenance Occupations,4230,Maids and housekeeping cleaners
37-2021.00,Pest Control Workers,4240,Pest control workers,37,Building and Grounds Cleaning and Maintenance Occupations,4240,Pest Control Workers
37-3011.00,Landscaping and Groundskeeping Workers,4251,Landscaping and groundskeeping workers,37,Building and Grounds Cleaning and Maintenance Occupations,4250,Grounds Maintenance Workers
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4251,Landscaping and groundskeeping workers,37,Building and Grounds Cleaning and Maintenance Occupations,4250,Grounds Maintenance Workers
37-3013.00,Tree Trimmers and Pruners,4252,Tree trimmers and pruners,37,Building and Grounds Cleaning and Maintenance Occupations,4250,Grounds Maintenance Workers
39-1013.00,First-Line Supervisors of Gambling Services Workers,4330,Supervisors of personal care and service workers,39,Personal Care and Service Occupations,4300,First-Line Supervisors of Gaming Workers
39-1022.00,First-Line Supervisors of Personal Service Workers,4330,Supervisors of personal care and service workers,39,Personal Care and Service Occupations,4320,First-Line Supervisors of Personal Service Workers
39-2011.00,Animal Trainers,4340,Animal trainers,39,Personal Care and Service Occupations,4340,Animal Trainers
39-2021.00,Animal Caretakers,4350,Animal caretakers,39,Personal Care and Service Occupations,4350,Nonfarm Animal Caretakers
39-3011.00,Gambling Dealers,4400,Gambling services workers,39,Personal Care and Service Occupations,4400,Gaming Services Workers
39-3012.00,Gambling and Sports Book Writers and Runners,4400,Gambling services workers,39,Personal Care and Service Occupations,4400,Gaming Services Workers
39-3021.00,Motion Picture Projectionists,4435,Other entertainment attendants and related workers,39,Personal Care and Service Occupations,4410,Motion Picture Projectionists
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",4420,"Ushers, lobby attendants, and ticket takers",39,Personal Care and Service Occupations,4420,"Ushers, Lobby Attendants, and Ticket Takers"
39-3091.00,Amusement and Recreation Attendants,4435,Other entertainment attendants and related workers,39,Personal Care and Service Occupations,4430,Miscellaneous Entertainment Attendants and Related Workers
39-3092.00,Costume Attendants,4435,Other entertainment attendants and related workers,39,Personal Care and Service Occupations,4430,Miscellaneous Entertainment Attendants and Related Workers
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4435,Other entertainment attendants and related workers,39,Personal Care and Service Occupations,4430,Miscellaneous Entertainment Attendants and Related Workers
39-4011.00,Embalmers,4461,"Embalmers, crematory operators and funeral attendants",39,Personal Care and Service Occupations,4460,Embalmers and Funeral Attendants
39-4021.00,Funeral Attendants,4461,"Embalmers, crematory operators and funeral attendants",39,Personal Care and Service Occupations,4460,Embalmers and Funeral Attendants
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",4465,"Morticians, undertakers, and funeral arrangers",39,Personal Care and Service Occupations,4465,"Morticians, Undertakers, and Funeral Directors"
39-5011.00,Barbers,4500,Barbers,39,Personal Care and Service Occupations,4500,Barbers
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",4510,"Hairdressers, hairstylists, and cosmetologists",39,Personal Care and Service Occupations,4510,"Hairdressers, Hairstylists, and Cosmetologists"
39-5091.00,"Makeup Artists, Theatrical and Performance",4525,Other personal appearance workers,39,Personal Care and Service Occupations,4520,Miscellaneous Personal Appearance Workers
39-5092.00,Manicurists and Pedicurists,4521,Manicurists and pedicurists,39,Personal Care and Service Occupations,4520,Miscellaneous Personal Appearance Workers
39-5093.00,Shampooers,4525,Other personal appearance workers,39,Personal Care and Service Occupations,4520,Miscellaneous Personal Appearance Workers
39-5094.00,Skincare Specialists,4522,Skincare specialists,39,Personal Care and Service Occupations,4520,Miscellaneous Personal Appearance Workers
39-6011.00,Baggage Porters and Bellhops,4530,"Baggage porters, bellhops, and concierges",39,Personal Care and Service Occupations,4530,"Baggage Porters, Bellhops, and Concierges"
39-6012.00,Concierges,4530,"Baggage porters, bellhops, and concierges",39,Personal Care and Service Occupations,4530,"Baggage Porters, Bellhops, and Concierges"
39-7011.00,Tour Guides and Escorts,4540,Tour and travel guides,39,Personal Care and Service Occupations,4540,Tour and Travel Guides
39-7012.00,Travel Guides,4540,Tour and travel guides,39,Personal Care and Service Occupations,4540,Tour and Travel Guides
39-9011.00,Childcare Workers,4600,Childcare workers,39,Personal Care and Service Occupations,4600,Childcare Workers
39-9011.01,Nannies,4655,"Personal care and service workers, all other",39,Personal Care and Service Occupations,4650,"Personal Care and Service Workers, All Other"
39-9031.00,Exercise Trainers and Group Fitness Instructors,4621,Exercise trainers and group fitness instructors,39,Personal Care and Service Occupations,4620,Recreation and Fitness Workers
39-9032.00,Recreation Workers,4622,Recreation workers,39,Personal Care and Service Occupations,4620,Recreation and Fitness Workers
39-9041.00,Residential Advisors,4640,Residential advisors,39,Personal Care and Service Occupations,4640,Residential Advisors
41-1011.00,First-Line Supervisors of Retail Sales Workers,4700,First-Line supervisors of retail sales workers,41,Sales and Related Occupations,4700,First-Line Supervisors of Retail Sales Workers
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4710,First-Line supervisors of non-retail sales workers,41,Sales and Related Occupations,4710,First-Line Supervisors of Non-Retail Sales Workers
41-2011.00,Cashiers,4720,Cashiers,41,Sales and Related Occupations,4720,Cashiers
41-2012.00,Gambling Change Persons and Booth Cashiers,4720,Cashiers,41,Sales and Related Occupations,4720,Cashiers
41-2021.00,Counter and Rental Clerks,4740,Counter and rental clerks,41,Sales and Related Occupations,4740,Counter and Rental Clerks
41-2022.00,Parts Salespersons,4750,Parts salespersons,41,Sales and Related Occupations,4750,Parts Salespersons
41-2031.00,Retail Salespersons,4760,Retail salespersons,41,Sales and Related Occupations,4760,Retail Salespersons
41-3011.00,Advertising Sales Agents,4800,Advertising sales agents,41,Sales and Related Occupations,4800,Advertising Sales Agents
41-3021.00,Insurance Sales Agents,4810,Insurance sales agents,41,Sales and Related Occupations,4810,Insurance Sales Agents
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4820,"Securities, commodities, and financial services sales agents",41,Sales and Related Occupations,4820,"Securities, Commodities, and Financial Services Sales Agents"
41-3041.00,Travel Agents,4830,Travel agents,41,Sales and Related Occupations,4830,Travel Agents
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4850,"Sales representatives, wholesale and manufacturing",41,Sales and Related Occupations,4850,"Sales Representatives, Wholesale and Manufacturing"
41-4011.07,Solar Sales Representatives and Assessors,4850,"Sales representatives, wholesale and manufacturing",41,Sales and Related Occupations,4850,"Sales Representatives, Wholesale and Manufacturing"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4850,"Sales representatives, wholesale and manufacturing",41,Sales and Related Occupations,4850,"Sales Representatives, Wholesale and Manufacturing"
41-9011.00,Demonstrators and Product Promoters,4900,"Models, demonstrators, and product promoters",41,Sales and Related Occupations,4900,"Models, Demonstrators, and Product Promoters"
41-9012.00,Models,4900,"Models, demonstrators, and product promoters",41,Sales and Related Occupations,4900,"Models, Demonstrators, and Product Promoters"
41-9021.00,Real Estate Brokers,4920,Real estate brokers and sales agents,41,Sales and Related Occupations,4920,Real Estate Brokers and Sales Agents
41-9022.00,Real Estate Sales Agents,4920,Real estate brokers and sales agents,41,Sales and Related Occupations,4920,Real Estate Brokers and Sales Agents
41-9031.00,Sales Engineers,4930,Sales engineers,41,Sales and Related Occupations,4930,Sales Engineers
41-9041.00,Telemarketers,4940,Telemarketers,41,Sales and Related Occupations,4940,Telemarketers
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4965,"Sales and related workers, all other",41,Sales and Related Occupations,4950,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,5000,First-Line supervisors of office and administrative support workers,43,Office and Administrative Support Occupations,5000,First-Line Supervisors of Office and Administrative Support Workers
43-2011.00,"Switchboard Operators, Including Answering Service",5010,"Switchboard operators, including answering service",43,Office and Administrative Support Occupations,5010,"Switchboard Operators, Including Answering Service"
43-2021.00,Telephone Operators,5020,Telephone operators,43,Office and Administrative Support Occupations,5020,Telephone Operators
43-3011.00,Bill and Account Collectors,5100,Bill and account collectors,43,Office and Administrative Support Occupations,5100,Bill and Account Collectors
43-3021.00,Billing and Posting Clerks,5110,Billing and posting clerks,43,Office and Administrative Support Occupations,5110,Billing and Posting Clerks
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",5120,"Bookkeeping, accounting, and auditing clerks",43,Office and Administrative Support Occupations,5120,"Bookkeeping, Accounting, and Auditing Clerks"
43-3041.00,Gambling Cage Workers,5130,Gambling cage workers,43,Office and Administrative Support Occupations,5130,Gaming Cage Workers
43-3051.00,Payroll and Timekeeping Clerks,5140,Payroll and timekeeping clerks,43,Office and Administrative Support Occupations,5140,Payroll and Timekeeping Clerks
43-3061.00,Procurement Clerks,5150,Procurement clerks,43,Office and Administrative Support Occupations,5150,Procurement Clerks
43-3071.00,Tellers,5165,"Financial clerks, all other",43,Office and Administrative Support Occupations,5160,Tellers
43-4011.00,Brokerage Clerks,5200,Brokerage clerks,43,Office and Administrative Support Occupations,5200,Brokerage Clerks
43-4021.00,Correspondence Clerks,5210,Correspondence clerks,43,Office and Administrative Support Occupations,5210,Correspondence Clerks
43-4031.00,"Court, Municipal, and License Clerks",5220,"Court, municipal, and license clerks",43,Office and Administrative Support Occupations,5220,"Court, Municipal, and License Clerks"
43-4041.00,"Credit Authorizers, Checkers, and Clerks",5230,"Credit authorizers, checkers, and clerks",43,Office and Administrative Support Occupations,5230,"Credit Authorizers, Checkers, and Clerks"
43-4051.00,Customer Service Representatives,5240,Customer service representatives,43,Office and Administrative Support Occupations,5240,Customer Service Representatives
43-4061.00,"Eligibility Interviewers, Government Programs",5250,"Eligibility interviewers, government programs",43,Office and Administrative Support Occupations,5250,"Eligibility Interviewers, Government Programs"
43-4071.00,File Clerks,5260,File clerks,43,Office and Administrative Support Occupations,5260,File Clerks
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",5300,"Hotel, motel, and resort desk clerks",43,Office and Administrative Support Occupations,5300,"Hotel, Motel, and Resort Desk Clerks"
43-4111.00,"Interviewers, Except Eligibility and Loan",5310,"Interviewers, except eligibility and loan",43,Office and Administrative Support Occupations,5310,"Interviewers, Except Eligibility and Loan"
43-4121.00,"Library Assistants, Clerical",5320,"Library assistants, clerical",43,Office and Administrative Support Occupations,5320,"Library Assistants, Clerical"
43-4131.00,Loan Interviewers and Clerks,5330,Loan interviewers and clerks,43,Office and Administrative Support Occupations,5330,Loan Interviewers and Clerks
43-4141.00,New Accounts Clerks,5340,New accounts clerks,43,Office and Administrative Support Occupations,5340,New Accounts Clerks
43-4151.00,Order Clerks,5350,Order clerks,43,Office and Administrative Support Occupations,5350,Order Clerks
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",5360,"Human resources assistants, except payroll and timekeeping",43,Office and Administrative Support Occupations,5360,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4171.00,Receptionists and Information Clerks,5400,Receptionists and information clerks,43,Office and Administrative Support Occupations,5400,Receptionists and Information Clerks
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,5410,Reservation and transportation ticket agents and travel clerks,43,Office and Administrative Support Occupations,5410,Reservation and Transportation Ticket Agents and Travel Clerks
43-5011.00,Cargo and Freight Agents,5500,Cargo and freight agents,43,Office and Administrative Support Occupations,5500,Cargo and Freight Agents
43-5011.01,Freight Forwarders,5500,Cargo and freight agents,43,Office and Administrative Support Occupations,5500,Cargo and Freight Agents
43-5021.00,Couriers and Messengers,5510,Couriers and messengers,43,Office and Administrative Support Occupations,5510,Couriers and Messengers
43-5031.00,Public Safety Telecommunicators,5521,Public safety telecommunicators,43,Office and Administrative Support Occupations,5520,Dispatchers
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",5522,"Dispatchers, except police, fire, and ambulance",43,Office and Administrative Support Occupations,5520,Dispatchers
43-5041.00,"Meter Readers, Utilities",5530,"Meter readers, utilities",43,Office and Administrative Support Occupations,5530,"Meter Readers, Utilities"
43-5051.00,Postal Service Clerks,5540,Postal service clerks,43,Office and Administrative Support Occupations,5540,Postal Service Clerks
43-5052.00,Postal Service Mail Carriers,5550,Postal service mail carriers,43,Office and Administrative Support Occupations,5550,Postal Service Mail Carriers
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",5560,"Postal service mail sorters, processors, and processing machine operators",43,Office and Administrative Support Occupations,5560,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-5061.00,"Production, Planning, and Expediting Clerks",5600,"Production, planning, and expediting clerks",43,Office and Administrative Support Occupations,5600,"Production, Planning, and Expediting Clerks"
43-5071.00,"Shipping, Receiving, and Inventory Clerks",5610,"Shipping, receiving, and inventory clerks",43,Office and Administrative Support Occupations,5610,"Shipping, Receiving, and Traffic Clerks"
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",5630,"Weighers, measurers, checkers, and samplers, recordkeeping",43,Office and Administrative Support Occupations,5630,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-6011.00,Executive Secretaries and Executive Administrative Assistants,5710,Executive secretaries and executive administrative assistants,43,Office and Administrative Support Occupations,5700,Secretaries and Administrative Assistants
43-6012.00,Legal Secretaries and Administrative Assistants,5720,Legal secretaries and administrative assistants,43,Office and Administrative Support Occupations,5700,Secretaries and Administrative Assistants
43-6013.00,Medical Secretaries and Administrative Assistants,5730,Medical secretaries and administrative assistants,43,Office and Administrative Support Occupations,5700,Secretaries and Administrative Assistants
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",5740,"Secretaries and administrative assistants, except legal, medical, and executive",43,Office and Administrative Support Occupations,5700,Secretaries and Administrative Assistants
43-9021.00,Data Entry Keyers,5810,Data entry keyers,43,Office and Administrative Support Occupations,5810,Data Entry Keyers
43-9022.00,Word Processors and Typists,5820,Word processors and typists,43,Office and Administrative Support Occupations,5820,Word Processors and Typists
43-9031.00,Desktop Publishers,5830,Desktop publishers,43,Office and Administrative Support Occupations,5830,Desktop Publishers
43-9041.00,Insurance Claims and Policy Processing Clerks,5840,Insurance claims and policy processing clerks,43,Office and Administrative Support Occupations,5840,Insurance Claims and Policy Processing Clerks
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",5850,"Mail clerks and mail machine operators, except postal service",43,Office and Administrative Support Occupations,5850,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-9061.00,"Office Clerks, General",5860,"Office clerks, general",43,Office and Administrative Support Occupations,5860,"Office Clerks, General"
43-9071.00,"Office Machine Operators, Except Computer",5900,"Office machine operators, except computer",43,Office and Administrative Support Occupations,5900,"Office Machine Operators, Except Computer"
